"","season","team","week","season_type","opponent","team_score","opponent_score","team_is_home","team_won","team_point_differential","week_of_last_game_played","bye_week","latest_bye_week_by_season","team_week_first_treated","team_id","season_week_id"
"5967",2010,"NE",10,"REG","PIT",39,26,"away",1,13,19,5,10,6,22,197
"5968",2010,"NE",16,"REG","BUF",34,3,"away",1,31,19,5,10,6,22,203
"5969",2010,"NE",4,"REG","MIA",41,14,"away",1,27,19,5,10,6,22,191
"5970",2010,"NE",13,"REG","NYJ",45,3,"home",1,42,19,5,10,6,22,200
"5971",2010,"NE",9,"REG","CLE",14,34,"away",0,-20,19,5,10,6,22,196
"5972",2010,"NE",6,"REG","BAL",23,20,"home",1,3,19,5,10,6,22,193
"5973",2010,"NO",14,"REG","LA",31,13,"home",1,18,18,10,10,0,23,201
"5974",2010,"NO",11,"REG","SEA",34,19,"home",1,15,18,10,10,0,23,198
"5975",2010,"NO",13,"REG","CIN",34,30,"away",1,4,18,10,10,0,23,200
"5976",2010,"NO",12,"REG","DAL",30,27,"away",1,3,18,10,10,0,23,199
"5977",2010,"NO",17,"REG","TB",13,23,"home",0,-10,18,10,10,0,23,204
"5978",2010,"NO",8,"REG","PIT",20,10,"home",1,10,18,10,10,0,23,195
"5979",2010,"NO",9,"REG","CAR",34,3,"away",1,31,18,10,10,0,23,196
"5980",2010,"NO",5,"REG","ARI",20,30,"away",0,-10,18,10,10,0,23,192
"5981",2010,"NO",7,"REG","CLE",17,30,"home",0,-13,18,10,10,0,23,194
"5982",2010,"NO",16,"REG","ATL",17,14,"away",1,3,18,10,10,0,23,203
"5983",2010,"NO",15,"REG","BAL",24,30,"away",0,-6,18,10,10,0,23,202
"5984",2010,"NO",3,"REG","ATL",24,27,"home",0,-3,18,10,10,0,23,190
"5985",2010,"NO",4,"REG","CAR",16,14,"home",1,2,18,10,10,0,23,191
"5986",2010,"NO",1,"REG","MIN",14,9,"home",1,5,18,10,10,0,23,188
"5987",2010,"NO",6,"REG","TB",31,6,"away",1,25,18,10,10,0,23,193
"5988",2010,"NO",2,"REG","SF",25,22,"away",1,3,18,10,10,0,23,189
"5989",2010,"NYG",3,"REG","TEN",10,29,"home",0,-19,17,8,10,9,24,190
"5990",2010,"NYG",10,"REG","DAL",20,33,"home",0,-13,17,8,10,9,24,197
"5991",2010,"NYG",17,"REG","WAS",17,14,"away",1,3,17,8,10,9,24,204
"5992",2010,"NYG",12,"REG","JAX",24,20,"home",1,4,17,8,10,9,24,199
"5993",2010,"NYG",14,"REG","MIN",21,3,"away",1,18,17,8,10,9,24,201
"5994",2010,"NYG",5,"REG","HOU",34,10,"away",1,24,17,8,10,9,24,192
"5995",2010,"NYG",11,"REG","PHI",17,27,"away",0,-10,17,8,10,9,24,198
"5996",2010,"NYG",1,"REG","CAR",31,18,"home",1,13,17,8,10,9,24,188
"5997",2010,"NYG",15,"REG","PHI",31,38,"home",0,-7,17,8,10,9,24,202
"5998",2010,"NYG",2,"REG","IND",14,38,"away",0,-24,17,8,10,9,24,189
"5999",2010,"NYG",6,"REG","DET",28,20,"home",1,8,17,8,10,9,24,193
"6000",2010,"NYG",7,"REG","DAL",41,35,"away",1,6,17,8,10,9,24,194
"6001",2010,"NYG",9,"REG","SEA",41,7,"away",1,34,17,8,10,9,24,196
"6002",2010,"NYG",4,"REG","CHI",17,3,"home",1,14,17,8,10,9,24,191
"6003",2010,"NYG",13,"REG","WAS",31,7,"home",1,24,17,8,10,9,24,200
"6004",2010,"NYG",16,"REG","GB",17,45,"away",0,-28,17,8,10,9,24,203
"6005",2010,"NYJ",17,"REG","BUF",38,7,"home",1,31,20,7,10,8,25,204
"6006",2010,"NYJ",10,"REG","CLE",26,20,"away",1,6,20,7,10,8,25,197
"6007",2010,"NYJ",12,"REG","CIN",26,10,"home",1,16,20,7,10,8,25,199
"6008",2010,"NYJ",14,"REG","MIA",6,10,"home",0,-4,20,7,10,8,25,201
"6009",2010,"NYJ",2,"REG","NE",28,14,"home",1,14,20,7,10,8,25,189
"6010",2010,"NYJ",9,"REG","DET",23,20,"away",1,3,20,7,10,8,25,196
"6011",2010,"NYJ",6,"REG","DEN",24,20,"away",1,4,20,7,10,8,25,193
"6012",2010,"NYJ",4,"REG","BUF",38,14,"away",1,24,20,7,10,8,25,191
"6013",2010,"NYJ",5,"REG","MIN",29,20,"home",1,9,20,7,10,8,25,192
"6014",2010,"NYJ",11,"REG","HOU",30,27,"home",1,3,20,7,10,8,25,198
"6015",2010,"NYJ",16,"REG","CHI",34,38,"away",0,-4,20,7,10,8,25,203
"6016",2010,"NYJ",1,"REG","BAL",9,10,"home",0,-1,20,7,10,8,25,188
"6017",2010,"NYJ",13,"REG","NE",3,45,"away",0,-42,20,7,10,8,25,200
"6018",2010,"NYJ",3,"REG","MIA",31,23,"away",1,8,20,7,10,8,25,190
"6019",2010,"NYJ",15,"REG","PIT",22,17,"away",1,5,20,7,10,8,25,202
"6020",2010,"NYJ",8,"REG","GB",0,9,"home",0,-9,20,7,10,8,25,195
"6021",2010,"PHI",6,"REG","ATL",31,17,"home",1,14,18,8,10,9,26,193
"6022",2010,"PHI",14,"REG","DAL",30,27,"away",1,3,18,8,10,9,26,201
"6023",2010,"PHI",13,"REG","HOU",34,24,"home",1,10,18,8,10,9,26,200
"6024",2010,"PHI",16,"REG","MIN",14,24,"home",0,-10,18,8,10,9,26,203
"6025",2010,"PHI",11,"REG","NYG",27,17,"home",1,10,18,8,10,9,26,198
"6026",2010,"PHI",4,"REG","WAS",12,17,"home",0,-5,18,8,10,9,26,191
"6027",2010,"PHI",12,"REG","CHI",26,31,"away",0,-5,18,8,10,9,26,199
"6028",2010,"PHI",5,"REG","SF",27,24,"away",1,3,18,8,10,9,26,192
"6029",2010,"PHI",10,"REG","WAS",59,28,"away",1,31,18,8,10,9,26,197
"6030",2010,"PHI",15,"REG","NYG",38,31,"away",1,7,18,8,10,9,26,202
"6031",2010,"PHI",17,"REG","DAL",13,14,"home",0,-1,18,8,10,9,26,204
"6032",2010,"PHI",3,"REG","JAX",28,3,"away",1,25,18,8,10,9,26,190
"6033",2010,"PHI",1,"REG","GB",20,27,"home",0,-7,18,8,10,9,26,188
"6034",2010,"PHI",9,"REG","IND",26,24,"home",1,2,18,8,10,9,26,196
"6035",2010,"PHI",7,"REG","TEN",19,37,"away",0,-18,18,8,10,9,26,194
"6036",2010,"PHI",2,"REG","DET",35,32,"away",1,3,18,8,10,9,26,189
"6037",2010,"PIT",16,"REG","CAR",27,3,"home",1,24,21,5,10,6,27,203
"6038",2010,"PIT",14,"REG","CIN",23,7,"home",1,16,21,5,10,6,27,201
"6039",2010,"PIT",1,"REG","ATL",15,9,"home",1,6,21,5,10,6,27,188
"6040",2010,"PIT",11,"REG","LV",35,3,"home",1,32,21,5,10,6,27,198
"6041",2010,"PIT",12,"REG","BUF",19,16,"away",1,3,21,5,10,6,27,199
"6042",2010,"PIT",7,"REG","MIA",23,22,"away",1,1,21,5,10,6,27,194
"6043",2010,"PIT",8,"REG","NO",10,20,"away",0,-10,21,5,10,6,27,195
"6044",2010,"PIT",3,"REG","TB",38,13,"away",1,25,21,5,10,6,27,190
"6045",2010,"PIT",15,"REG","NYJ",17,22,"home",0,-5,21,5,10,6,27,202
"6046",2010,"PIT",17,"REG","CLE",41,9,"away",1,32,21,5,10,6,27,204
"6047",2010,"PIT",9,"REG","CIN",27,21,"away",1,6,21,5,10,6,27,196
"6048",2010,"PIT",6,"REG","CLE",28,10,"home",1,18,21,5,10,6,27,193
"6049",2010,"PIT",13,"REG","BAL",13,10,"away",1,3,21,5,10,6,27,200
"6050",2010,"PIT",4,"REG","BAL",14,17,"home",0,-3,21,5,10,6,27,191
"6051",2010,"PIT",10,"REG","NE",26,39,"home",0,-13,21,5,10,6,27,197
"6052",2010,"PIT",2,"REG","TEN",19,11,"away",1,8,21,5,10,6,27,189
"6053",2010,"SEA",13,"REG","CAR",31,14,"home",1,17,19,5,10,6,28,200
"6054",2010,"SEA",9,"REG","NYG",7,41,"home",0,-34,19,5,10,6,28,196
"6055",2010,"SEA",10,"REG","ARI",36,18,"away",1,18,19,5,10,6,28,197
"6056",2010,"SEA",4,"REG","LA",3,20,"away",0,-17,19,5,10,6,28,191
"6057",2010,"SEA",11,"REG","NO",19,34,"away",0,-15,19,5,10,6,28,198
"6058",2010,"SEA",2,"REG","DEN",14,31,"away",0,-17,19,5,10,6,28,189
"6059",2010,"SEA",1,"REG","SF",31,6,"home",1,25,19,5,10,6,28,188
"6060",2010,"SEA",3,"REG","LAC",27,20,"home",1,7,19,5,10,6,28,190
"6061",2010,"SEA",17,"REG","LA",16,6,"home",1,10,19,5,10,6,28,204
"6062",2010,"SEA",12,"REG","KC",24,42,"home",0,-18,19,5,10,6,28,199
"6063",2010,"SEA",16,"REG","TB",15,38,"away",0,-23,19,5,10,6,28,203
"6064",2010,"SEA",6,"REG","CHI",23,20,"away",1,3,19,5,10,6,28,193
"6065",2010,"SEA",8,"REG","LV",3,33,"away",0,-30,19,5,10,6,28,195
"6066",2010,"SEA",15,"REG","ATL",18,34,"home",0,-16,19,5,10,6,28,202
"6067",2010,"SEA",14,"REG","SF",21,40,"away",0,-19,19,5,10,6,28,201
"6068",2010,"SEA",7,"REG","ARI",22,10,"home",1,12,19,5,10,6,28,194
"6069",2010,"SF",6,"REG","LV",17,9,"home",1,8,17,9,10,10,29,193
"6070",2010,"SF",2,"REG","NO",22,25,"home",0,-3,17,9,10,10,29,189
"6071",2010,"SF",15,"REG","LAC",7,34,"away",0,-27,17,9,10,10,29,202
"6072",2010,"SF",1,"REG","SEA",6,31,"away",0,-25,17,9,10,10,29,188
"6073",2010,"SF",17,"REG","ARI",38,7,"home",1,31,17,9,10,10,29,204
"6074",2010,"SF",16,"REG","LA",17,25,"away",0,-8,17,9,10,10,29,203
"6075",2010,"SF",11,"REG","TB",0,21,"home",0,-21,17,9,10,10,29,198
"6076",2010,"SF",14,"REG","SEA",40,21,"home",1,19,17,9,10,10,29,201
"6077",2010,"SF",13,"REG","GB",16,34,"away",0,-18,17,9,10,10,29,200
"6078",2010,"SF",12,"REG","ARI",27,6,"away",1,21,17,9,10,10,29,199
"6079",2010,"SF",5,"REG","PHI",24,27,"home",0,-3,17,9,10,10,29,192
"6080",2010,"SF",8,"REG","DEN",24,16,"home",1,8,17,9,10,10,29,195
"6081",2010,"SF",3,"REG","KC",10,31,"away",0,-21,17,9,10,10,29,190
"6082",2010,"SF",10,"REG","LA",23,20,"home",1,3,17,9,10,10,29,197
"6083",2010,"SF",7,"REG","CAR",20,23,"away",0,-3,17,9,10,10,29,194
"6084",2010,"SF",4,"REG","ATL",14,16,"away",0,-2,17,9,10,10,29,191
"6085",2010,"TB",9,"REG","ATL",21,27,"away",0,-6,17,4,10,5,30,196
"6086",2010,"TB",1,"REG","CLE",17,14,"home",1,3,17,4,10,5,30,188
"6087",2010,"TB",7,"REG","LA",18,17,"home",1,1,17,4,10,5,30,194
"6088",2010,"TB",15,"REG","DET",20,23,"home",0,-3,17,4,10,5,30,202
"6089",2010,"TB",5,"REG","CIN",24,21,"away",1,3,17,4,10,5,30,192
"6090",2010,"TB",13,"REG","ATL",24,28,"home",0,-4,17,4,10,5,30,200
"6091",2010,"TB",3,"REG","PIT",13,38,"home",0,-25,17,4,10,5,30,190
"6092",2010,"TB",2,"REG","CAR",20,7,"away",1,13,17,4,10,5,30,189
"6093",2010,"TB",8,"REG","ARI",38,35,"away",1,3,17,4,10,5,30,195
"6094",2010,"TB",12,"REG","BAL",10,17,"away",0,-7,17,4,10,5,30,199
"6095",2010,"TB",17,"REG","NO",23,13,"away",1,10,17,4,10,5,30,204
"6096",2010,"TB",16,"REG","SEA",38,15,"home",1,23,17,4,10,5,30,203
"6097",2010,"TB",10,"REG","CAR",31,16,"home",1,15,17,4,10,5,30,197
"6098",2010,"TB",14,"REG","WAS",17,16,"away",1,1,17,4,10,5,30,201
"6099",2010,"TB",11,"REG","SF",21,0,"away",1,21,17,4,10,5,30,198
"6100",2010,"TB",6,"REG","NO",6,31,"home",0,-25,17,4,10,5,30,193
"6101",2010,"TEN",6,"REG","JAX",30,3,"away",1,27,17,9,10,10,31,193
"6102",2010,"TEN",16,"REG","KC",14,34,"away",0,-20,17,9,10,10,31,203
"6103",2010,"TEN",3,"REG","NYG",29,10,"away",1,19,17,9,10,10,31,190
"6104",2010,"TEN",4,"REG","DEN",20,26,"home",0,-6,17,9,10,10,31,191
"6105",2010,"TEN",15,"REG","HOU",31,17,"home",1,14,17,9,10,10,31,202
"6106",2010,"TEN",10,"REG","MIA",17,29,"away",0,-12,17,9,10,10,31,197
"6107",2010,"TEN",12,"REG","HOU",0,20,"away",0,-20,17,9,10,10,31,199
"6108",2010,"TEN",2,"REG","PIT",11,19,"home",0,-8,17,9,10,10,31,189
"6109",2010,"TEN",17,"REG","IND",20,23,"away",0,-3,17,9,10,10,31,204
"6110",2010,"TEN",8,"REG","LAC",25,33,"away",0,-8,17,9,10,10,31,195
"6111",2010,"TEN",11,"REG","WAS",16,19,"home",0,-3,17,9,10,10,31,198
"6112",2010,"TEN",1,"REG","LV",38,13,"home",1,25,17,9,10,10,31,188
"6113",2010,"TEN",14,"REG","IND",28,30,"home",0,-2,17,9,10,10,31,201
"6114",2010,"TEN",13,"REG","JAX",6,17,"home",0,-11,17,9,10,10,31,200
"6115",2010,"TEN",5,"REG","DAL",34,27,"away",1,7,17,9,10,10,31,192
"6116",2010,"TEN",7,"REG","PHI",37,19,"home",1,18,17,9,10,10,31,194
"6117",2010,"WAS",6,"REG","IND",24,27,"home",0,-3,17,9,10,10,32,193
"6118",2010,"WAS",8,"REG","DET",25,37,"away",0,-12,17,9,10,10,32,195
"6119",2010,"WAS",15,"REG","DAL",30,33,"away",0,-3,17,9,10,10,32,202
"6120",2010,"WAS",2,"REG","HOU",27,30,"home",0,-3,17,9,10,10,32,189
"6121",2010,"WAS",4,"REG","PHI",17,12,"away",1,5,17,9,10,10,32,191
"6122",2010,"WAS",17,"REG","NYG",14,17,"home",0,-3,17,9,10,10,32,204
"6123",2010,"WAS",11,"REG","TEN",19,16,"away",1,3,17,9,10,10,32,198
"6124",2010,"WAS",13,"REG","NYG",7,31,"away",0,-24,17,9,10,10,32,200
"6125",2010,"WAS",5,"REG","GB",16,13,"home",1,3,17,9,10,10,32,192
"6126",2010,"WAS",3,"REG","LA",16,30,"away",0,-14,17,9,10,10,32,190
"6127",2010,"WAS",14,"REG","TB",16,17,"home",0,-1,17,9,10,10,32,201
"6128",2010,"WAS",12,"REG","MIN",13,17,"home",0,-4,17,9,10,10,32,199
"6129",2010,"WAS",1,"REG","DAL",13,7,"home",1,6,17,9,10,10,32,188
"6130",2010,"WAS",7,"REG","CHI",17,14,"away",1,3,17,9,10,10,32,194
"6131",2010,"WAS",10,"REG","PHI",28,59,"home",0,-31,17,9,10,10,32,197
"6132",2010,"WAS",16,"REG","JAX",20,17,"away",1,3,17,9,10,10,32,203
"6133",2011,"ARI",14,"REG","SF",21,19,"home",1,2,17,6,11,7,1,218
"6134",2011,"ARI",1,"REG","CAR",28,21,"home",1,7,17,6,11,7,1,205
"6135",2011,"ARI",9,"REG","LA",19,13,"home",1,6,17,6,11,7,1,213
"6136",2011,"ARI",10,"REG","PHI",21,17,"away",1,4,17,6,11,7,1,214
"6137",2011,"ARI",5,"REG","MIN",10,34,"away",0,-24,17,6,11,7,1,209
"6138",2011,"ARI",16,"REG","CIN",16,23,"away",0,-7,17,6,11,7,1,220
"6139",2011,"ARI",15,"REG","CLE",20,17,"home",1,3,17,6,11,7,1,219
"6140",2011,"ARI",3,"REG","SEA",10,13,"away",0,-3,17,6,11,7,1,207
"6141",2011,"ARI",12,"REG","LA",23,20,"away",1,3,17,6,11,7,1,216
"6142",2011,"ARI",8,"REG","BAL",27,30,"away",0,-3,17,6,11,7,1,212
"6143",2011,"ARI",17,"REG","SEA",23,20,"home",1,3,17,6,11,7,1,221
"6144",2011,"ARI",13,"REG","DAL",19,13,"home",1,6,17,6,11,7,1,217
"6145",2011,"ARI",7,"REG","PIT",20,32,"home",0,-12,17,6,11,7,1,211
"6146",2011,"ARI",4,"REG","NYG",27,31,"home",0,-4,17,6,11,7,1,208
"6147",2011,"ARI",2,"REG","WAS",21,22,"away",0,-1,17,6,11,7,1,206
"6148",2011,"ARI",11,"REG","SF",7,23,"away",0,-16,17,6,11,7,1,215
"6149",2011,"ATL",2,"REG","PHI",35,31,"home",1,4,18,8,11,9,2,206
"6150",2011,"ATL",12,"REG","MIN",24,14,"home",1,10,18,8,11,9,2,216
"6151",2011,"ATL",1,"REG","CHI",12,30,"away",0,-18,18,8,11,9,2,205
"6152",2011,"ATL",13,"REG","HOU",10,17,"away",0,-7,18,8,11,9,2,217
"6153",2011,"ATL",9,"REG","IND",31,7,"away",1,24,18,8,11,9,2,213
"6154",2011,"ATL",4,"REG","SEA",30,28,"away",1,2,18,8,11,9,2,208
"6155",2011,"ATL",17,"REG","TB",45,24,"home",1,21,18,8,11,9,2,221
"6156",2011,"ATL",3,"REG","TB",13,16,"away",0,-3,18,8,11,9,2,207
"6157",2011,"ATL",16,"REG","NO",16,45,"away",0,-29,18,8,11,9,2,220
"6158",2011,"ATL",14,"REG","CAR",31,23,"away",1,8,18,8,11,9,2,218
"6159",2011,"ATL",5,"REG","GB",14,25,"home",0,-11,18,8,11,9,2,209
"6160",2011,"ATL",6,"REG","CAR",31,17,"home",1,14,18,8,11,9,2,210
"6161",2011,"ATL",15,"REG","JAX",41,14,"home",1,27,18,8,11,9,2,219
"6162",2011,"ATL",10,"REG","NO",23,26,"home",0,-3,18,8,11,9,2,214
"6163",2011,"ATL",7,"REG","DET",23,16,"away",1,7,18,8,11,9,2,211
"6164",2011,"ATL",11,"REG","TEN",23,17,"home",1,6,18,8,11,9,2,215
"6165",2011,"BAL",3,"REG","LA",37,7,"away",1,30,20,5,11,6,3,207
"6166",2011,"BAL",11,"REG","CIN",31,24,"home",1,7,20,5,11,6,3,215
"6167",2011,"BAL",6,"REG","HOU",29,14,"home",1,15,20,5,11,6,3,210
"6168",2011,"BAL",2,"REG","TEN",13,26,"away",0,-13,20,5,11,6,3,206
"6169",2011,"BAL",13,"REG","CLE",24,10,"away",1,14,20,5,11,6,3,217
"6170",2011,"BAL",14,"REG","IND",24,10,"home",1,14,20,5,11,6,3,218
"6171",2011,"BAL",1,"REG","PIT",35,7,"home",1,28,20,5,11,6,3,205
"6172",2011,"BAL",4,"REG","NYJ",34,17,"home",1,17,20,5,11,6,3,208
"6173",2011,"BAL",7,"REG","JAX",7,12,"away",0,-5,20,5,11,6,3,211
"6174",2011,"BAL",9,"REG","PIT",23,20,"away",1,3,20,5,11,6,3,213
"6175",2011,"BAL",8,"REG","ARI",30,27,"home",1,3,20,5,11,6,3,212
"6176",2011,"BAL",10,"REG","SEA",17,22,"away",0,-5,20,5,11,6,3,214
"6177",2011,"BAL",12,"REG","SF",16,6,"home",1,10,20,5,11,6,3,216
"6178",2011,"BAL",15,"REG","LAC",14,34,"away",0,-20,20,5,11,6,3,219
"6179",2011,"BAL",17,"REG","CIN",24,16,"away",1,8,20,5,11,6,3,221
"6180",2011,"BAL",16,"REG","CLE",20,14,"home",1,6,20,5,11,6,3,220
"6181",2011,"BUF",8,"REG","WAS",23,0,"home",1,23,17,7,11,8,4,212
"6182",2011,"BUF",15,"REG","MIA",23,30,"home",0,-7,17,7,11,8,4,219
"6183",2011,"BUF",4,"REG","CIN",20,23,"away",0,-3,17,7,11,8,4,208
"6184",2011,"BUF",11,"REG","MIA",8,35,"away",0,-27,17,7,11,8,4,215
"6185",2011,"BUF",12,"REG","NYJ",24,28,"away",0,-4,17,7,11,8,4,216
"6186",2011,"BUF",13,"REG","TEN",17,23,"home",0,-6,17,7,11,8,4,217
"6187",2011,"BUF",3,"REG","NE",34,31,"home",1,3,17,7,11,8,4,207
"6188",2011,"BUF",10,"REG","DAL",7,44,"away",0,-37,17,7,11,8,4,214
"6189",2011,"BUF",6,"REG","NYG",24,27,"away",0,-3,17,7,11,8,4,210
"6190",2011,"BUF",17,"REG","NE",21,49,"away",0,-28,17,7,11,8,4,221
"6191",2011,"BUF",16,"REG","DEN",40,14,"home",1,26,17,7,11,8,4,220
"6192",2011,"BUF",14,"REG","LAC",10,37,"away",0,-27,17,7,11,8,4,218
"6193",2011,"BUF",1,"REG","KC",41,7,"away",1,34,17,7,11,8,4,205
"6194",2011,"BUF",2,"REG","LV",38,35,"home",1,3,17,7,11,8,4,206
"6195",2011,"BUF",5,"REG","PHI",31,24,"home",1,7,17,7,11,8,4,209
"6196",2011,"BUF",9,"REG","NYJ",11,27,"home",0,-16,17,7,11,8,4,213
"6197",2011,"CAR",1,"REG","ARI",21,28,"away",0,-7,17,9,11,10,5,205
"6198",2011,"CAR",15,"REG","HOU",28,13,"away",1,15,17,9,11,10,5,219
"6199",2011,"CAR",4,"REG","CHI",29,34,"away",0,-5,17,9,11,10,5,208
"6200",2011,"CAR",17,"REG","NO",17,45,"away",0,-28,17,9,11,10,5,221
"6201",2011,"CAR",16,"REG","TB",48,16,"home",1,32,17,9,11,10,5,220
"6202",2011,"CAR",12,"REG","IND",27,19,"away",1,8,17,9,11,10,5,216
"6203",2011,"CAR",5,"REG","NO",27,30,"home",0,-3,17,9,11,10,5,209
"6204",2011,"CAR",2,"REG","GB",23,30,"home",0,-7,17,9,11,10,5,206
"6205",2011,"CAR",11,"REG","DET",35,49,"away",0,-14,17,9,11,10,5,215
"6206",2011,"CAR",13,"REG","TB",38,19,"away",1,19,17,9,11,10,5,217
"6207",2011,"CAR",8,"REG","MIN",21,24,"home",0,-3,17,9,11,10,5,212
"6208",2011,"CAR",7,"REG","WAS",33,20,"home",1,13,17,9,11,10,5,211
"6209",2011,"CAR",14,"REG","ATL",23,31,"home",0,-8,17,9,11,10,5,218
"6210",2011,"CAR",3,"REG","JAX",16,10,"home",1,6,17,9,11,10,5,207
"6211",2011,"CAR",10,"REG","TEN",3,30,"home",0,-27,17,9,11,10,5,214
"6212",2011,"CAR",6,"REG","ATL",17,31,"away",0,-14,17,9,11,10,5,210
"6213",2011,"CHI",1,"REG","ATL",30,12,"home",1,18,17,8,11,9,6,205
"6214",2011,"CHI",12,"REG","LV",20,25,"away",0,-5,17,8,11,9,6,216
"6215",2011,"CHI",17,"REG","MIN",17,13,"away",1,4,17,8,11,9,6,221
"6216",2011,"CHI",4,"REG","CAR",34,29,"home",1,5,17,8,11,9,6,208
"6217",2011,"CHI",11,"REG","LAC",31,20,"home",1,11,17,8,11,9,6,215
"6218",2011,"CHI",6,"REG","MIN",39,10,"home",1,29,17,8,11,9,6,210
"6219",2011,"CHI",13,"REG","KC",3,10,"home",0,-7,17,8,11,9,6,217
"6220",2011,"CHI",7,"REG","TB",24,18,"away",1,6,17,8,11,9,6,211
"6221",2011,"CHI",3,"REG","GB",17,27,"home",0,-10,17,8,11,9,6,207
"6222",2011,"CHI",10,"REG","DET",37,13,"home",1,24,17,8,11,9,6,214
"6223",2011,"CHI",5,"REG","DET",13,24,"away",0,-11,17,8,11,9,6,209
"6224",2011,"CHI",9,"REG","PHI",30,24,"away",1,6,17,8,11,9,6,213
"6225",2011,"CHI",14,"REG","DEN",10,13,"away",0,-3,17,8,11,9,6,218
"6226",2011,"CHI",15,"REG","SEA",14,38,"home",0,-24,17,8,11,9,6,219
"6227",2011,"CHI",2,"REG","NO",13,30,"away",0,-17,17,8,11,9,6,206
"6228",2011,"CHI",16,"REG","GB",21,35,"away",0,-14,17,8,11,9,6,220
"6229",2011,"CIN",15,"REG","LA",20,13,"away",1,7,18,7,11,8,7,219
"6230",2011,"CIN",9,"REG","TEN",24,17,"away",1,7,18,7,11,8,7,213
"6231",2011,"CIN",1,"REG","CLE",27,17,"away",1,10,18,7,11,8,7,205
"6232",2011,"CIN",14,"REG","HOU",19,20,"home",0,-1,18,7,11,8,7,218
"6233",2011,"CIN",2,"REG","DEN",22,24,"away",0,-2,18,7,11,8,7,206
"6234",2011,"CIN",8,"REG","SEA",34,12,"away",1,22,18,7,11,8,7,212
"6235",2011,"CIN",4,"REG","BUF",23,20,"home",1,3,18,7,11,8,7,208
"6236",2011,"CIN",12,"REG","CLE",23,20,"home",1,3,18,7,11,8,7,216
"6237",2011,"CIN",5,"REG","JAX",30,20,"away",1,10,18,7,11,8,7,209
"6238",2011,"CIN",6,"REG","IND",27,17,"home",1,10,18,7,11,8,7,210
"6239",2011,"CIN",3,"REG","SF",8,13,"home",0,-5,18,7,11,8,7,207
"6240",2011,"CIN",13,"REG","PIT",7,35,"away",0,-28,18,7,11,8,7,217
"6241",2011,"CIN",16,"REG","ARI",23,16,"home",1,7,18,7,11,8,7,220
"6242",2011,"CIN",10,"REG","PIT",17,24,"home",0,-7,18,7,11,8,7,214
"6243",2011,"CIN",17,"REG","BAL",16,24,"home",0,-8,18,7,11,8,7,221
"6244",2011,"CIN",11,"REG","BAL",24,31,"away",0,-7,18,7,11,8,7,215
"6245",2011,"CLE",3,"REG","MIA",17,16,"home",1,1,17,5,11,6,8,207
"6246",2011,"CLE",14,"REG","PIT",3,14,"away",0,-11,17,5,11,6,8,218
"6247",2011,"CLE",2,"REG","IND",27,19,"away",1,8,17,5,11,6,8,206
"6248",2011,"CLE",13,"REG","BAL",10,24,"home",0,-14,17,5,11,6,8,217
"6249",2011,"CLE",17,"REG","PIT",9,13,"home",0,-4,17,5,11,6,8,221
"6250",2011,"CLE",9,"REG","HOU",12,30,"away",0,-18,17,5,11,6,8,213
"6251",2011,"CLE",11,"REG","JAX",14,10,"home",1,4,17,5,11,6,8,215
"6252",2011,"CLE",8,"REG","SF",10,20,"away",0,-10,17,5,11,6,8,212
"6253",2011,"CLE",10,"REG","LA",12,13,"home",0,-1,17,5,11,6,8,214
"6254",2011,"CLE",12,"REG","CIN",20,23,"away",0,-3,17,5,11,6,8,216
"6255",2011,"CLE",15,"REG","ARI",17,20,"away",0,-3,17,5,11,6,8,219
"6256",2011,"CLE",6,"REG","LV",17,24,"away",0,-7,17,5,11,6,8,210
"6257",2011,"CLE",7,"REG","SEA",6,3,"home",1,3,17,5,11,6,8,211
"6258",2011,"CLE",16,"REG","BAL",14,20,"away",0,-6,17,5,11,6,8,220
"6259",2011,"CLE",1,"REG","CIN",17,27,"home",0,-10,17,5,11,6,8,205
"6260",2011,"CLE",4,"REG","TEN",13,31,"home",0,-18,17,5,11,6,8,208
"6261",2011,"DAL",12,"REG","MIA",20,19,"home",1,1,17,5,11,6,9,216
"6262",2011,"DAL",13,"REG","ARI",13,19,"away",0,-6,17,5,11,6,9,217
"6263",2011,"DAL",3,"REG","WAS",18,16,"home",1,2,17,5,11,6,9,207
"6264",2011,"DAL",14,"REG","NYG",34,37,"home",0,-3,17,5,11,6,9,218
"6265",2011,"DAL",2,"REG","SF",27,24,"away",1,3,17,5,11,6,9,206
"6266",2011,"DAL",7,"REG","LA",34,7,"home",1,27,17,5,11,6,9,211
"6267",2011,"DAL",6,"REG","NE",16,20,"away",0,-4,17,5,11,6,9,210
"6268",2011,"DAL",16,"REG","PHI",7,20,"home",0,-13,17,5,11,6,9,220
"6269",2011,"DAL",11,"REG","WAS",27,24,"away",1,3,17,5,11,6,9,215
"6270",2011,"DAL",17,"REG","NYG",14,31,"away",0,-17,17,5,11,6,9,221
"6271",2011,"DAL",8,"REG","PHI",7,34,"away",0,-27,17,5,11,6,9,212
"6272",2011,"DAL",1,"REG","NYJ",24,27,"away",0,-3,17,5,11,6,9,205
"6273",2011,"DAL",10,"REG","BUF",44,7,"home",1,37,17,5,11,6,9,214
"6274",2011,"DAL",15,"REG","TB",31,15,"away",1,16,17,5,11,6,9,219
